-0.2731673,Left,OnlyAdd
-0.3313727,Left,OnlyAdd
0.4223786,Right,OnlyAdd
0.1887326,Right,OnlyAdd
0.03115414,Left,OnlyAdd
-0.1684629,Right,OnlyAdd
0.4069453,Right,OnlyAdd
-0.3028738,Right,OnlyAdd
-0.08259686,Right,OnlyAdd
-0.5486503,Left,OnlyAdd
-0.3265783,Left,OnlyAdd
-0.1975528,Left,OnlyAdd
-0.3398822,Left,OnlyAdd
-0.20162,Right,OnlyAdd
-0.1172218,Right,OnlyAdd
-0.1496976,Left,OnlyAdd
-0.2212683,Right,OnlyAdd
-0.2172047,Right,OnlyAdd
0.1848315,Left,OnlyAdd
0.3642888,Right,OnlyAdd
-0.3564763,Left,OnlyAdd
-0.09014282,Right,OnlyAdd
0.05046642,Right,OnlyAdd
-0.1543163,Left,OnlyAdd
-0.5957941,Left,OnlyAdd
-0.2897766,Left,OnlyAdd
0.000343565,Right,OnlyAdd
-0.07313719,Right,OnlyAdd
0.0722238,Right,OnlyAdd
-0.2534696,Left,OnlyAdd
-0.1403348,Right,OnlyAdd
0.08126479,Right,OnlyAdd
-0.3326747,Left,OnlyAdd
-0.3787982,Left,OnlyAdd
0.2380722,Right,OnlyAdd
-0.07823408,Left,OnlyAdd
-0.1614018,Right,OnlyAdd
-0.422702,Left,OnlyAdd
0.4928198,Right,OnlyAdd
-0.3062651,Left,OnlyAdd
-0.2386415,Left,OnlyAdd
0.2528256,Right,OnlyAdd
-0.6231561,Left,OnlyAdd
0.1313485,Right,OnlyAdd
-0.2071123,Right,OnlyAdd
-0.6765342,Left,OnlyAdd
-0.4746744,Left,OnlyAdd
0.6801837,Right,OnlyAdd
-0.4699818,Left,OnlyAdd
-0.6874762,Left,OnlyAdd
