1.900977,Left,OnlyAdd
0.01845509,Left,OnlyAdd
0.2073757,Right,OnlyAdd
-0.2557365,Right,OnlyAdd
0.1092087,Left,OnlyAdd
-0.1664821,Right,OnlyAdd
-0.1229733,Right,OnlyAdd
-0.1095819,Right,OnlyAdd
-0.1946,Right,OnlyAdd
-0.07293425,Left,OnlyAdd
-0.0507709,Left,OnlyAdd
-0.06130206,Left,OnlyAdd
-0.3235071,Left,OnlyAdd
0.1621277,Right,OnlyAdd
-0.1508535,Right,OnlyAdd
-0.08860052,Left,OnlyAdd
-0.2044194,Right,OnlyAdd
0.02773255,Right,OnlyAdd
-0.02675582,Left,OnlyAdd
-0.1402176,Right,OnlyAdd
-0.05841333,Left,OnlyAdd
-0.0067195,Right,OnlyAdd
0.1199493,Right,OnlyAdd
-0.1438297,Left,OnlyAdd
0.1225711,Left,OnlyAdd
0.02963506,Left,OnlyAdd
-0.04375756,Right,OnlyAdd
-0.08548545,Right,OnlyAdd
0.02014507,Right,OnlyAdd
0.006267988,Left,OnlyAdd
0.001628977,Right,OnlyAdd
0.004794822,Right,OnlyAdd
-0.1473087,Left,OnlyAdd
0.09412926,Left,OnlyAdd
-0.1089625,Right,OnlyAdd
0.04509148,Left,OnlyAdd
-0.09680969,Right,OnlyAdd
0.03477596,Left,OnlyAdd
-0.1106003,Right,OnlyAdd
0.05881321,Left,OnlyAdd
-0.1080825,Left,OnlyAdd
0.03147405,Right,OnlyAdd
0.1150396,Left,OnlyAdd
0.04209989,Right,OnlyAdd
-0.05889109,Right,OnlyAdd
0.1356223,Left,OnlyAdd
-0.09951482,Left,OnlyAdd
-0.1028485,Right,OnlyAdd
-0.02549684,Left,OnlyAdd
-0.08672456,Left,OnlyAdd
-0.1041325,Left,OnlyAdd
