-0.1231054,Left,OnlyAdd
-0.1872488,Left,OnlyAdd
0.5683851,Right,OnlyAdd
0.006311015,Right,OnlyAdd
-0.1398495,Left,OnlyAdd
0.1285395,Right,OnlyAdd
0.3098475,Right,OnlyAdd
0.07385958,Right,OnlyAdd
0.4068964,Right,OnlyAdd
0.09438919,Left,OnlyAdd
0.134286,Left,OnlyAdd
-0.179247,Left,OnlyAdd
-0.1567143,Left,OnlyAdd
0.01307279,Right,OnlyAdd
0.1566145,Right,OnlyAdd
0.04243693,Left,OnlyAdd
0.3814214,Right,OnlyAdd
0.1705954,Right,OnlyAdd
0.1855008,Left,OnlyAdd
0.1911785,Right,OnlyAdd
-0.08121844,Left,OnlyAdd
0.1861732,Right,OnlyAdd
0.09338614,Right,OnlyAdd
-0.5224707,Left,OnlyAdd
-0.229948,Left,OnlyAdd
-0.0599148,Left,OnlyAdd
-0.04104489,Right,OnlyAdd
0.2084577,Right,OnlyAdd
0.3453611,Right,OnlyAdd
0.01169304,Left,OnlyAdd
0.02501337,Right,OnlyAdd
0.1337792,Right,OnlyAdd
-0.01570134,Left,OnlyAdd
0.07720563,Left,OnlyAdd
0.1519406,Right,OnlyAdd
0.03513061,Left,OnlyAdd
0.1014345,Right,OnlyAdd
-0.02579988,Left,OnlyAdd
-0.1431818,Right,OnlyAdd
-0.04053456,Left,OnlyAdd
0.0758227,Left,OnlyAdd
0.009496185,Right,OnlyAdd
-0.1028858,Left,OnlyAdd
-0.07582403,Right,OnlyAdd
0.1530588,Right,OnlyAdd
0.1368662,Left,OnlyAdd
0.006765687,Left,OnlyAdd
0.1010158,Right,OnlyAdd
-0.1097772,Left,OnlyAdd
-0.054308,Left,OnlyAdd
-0.289072,Left,OnlyAdd
