0.337565,Left,OnlyAdd
-0.02157666,Left,OnlyAdd
0.2319746,Right,OnlyAdd
0.5133732,Right,OnlyAdd
-0.1611703,Left,OnlyAdd
0.0210966,Right,OnlyAdd
0.2734131,Right,OnlyAdd
0.7242929,Right,OnlyAdd
0.7177367,Right,OnlyAdd
-0.3160974,Left,OnlyAdd
-0.42412,Left,OnlyAdd
-0.1961069,Left,OnlyAdd
-0.6601339,Left,OnlyAdd
-0.1615723,Right,OnlyAdd
0.2965327,Right,OnlyAdd
-0.4491847,Left,OnlyAdd
0.3873321,Right,OnlyAdd
0.5604399,Right,OnlyAdd
-0.1264771,Left,OnlyAdd
0.2313164,Right,OnlyAdd
-0.1954973,Left,OnlyAdd
0.4316012,Right,OnlyAdd
0.5409619,Right,OnlyAdd
-0.6240684,Left,OnlyAdd
-0.7527729,Left,OnlyAdd
-0.5247392,Left,OnlyAdd
0.2965873,Right,OnlyAdd
0.09004847,Right,OnlyAdd
0.6027896,Right,OnlyAdd
-0.4798215,Left,OnlyAdd
0.5646008,Right,OnlyAdd
0.3370792,Right,OnlyAdd
-0.5618542,Left,OnlyAdd
-0.2366013,Left,OnlyAdd
0.08440159,Right,OnlyAdd
-0.01937838,Left,OnlyAdd
0.3476737,Right,OnlyAdd
-0.2505691,Left,OnlyAdd
0.2228822,Right,OnlyAdd
-0.7056418,Left,OnlyAdd
-0.1906063,Left,OnlyAdd
0.1696018,Right,OnlyAdd
-0.6809707,Left,OnlyAdd
0.3968651,Right,OnlyAdd
0.3633396,Right,OnlyAdd
-0.2081272,Left,OnlyAdd
-0.05802848,Left,OnlyAdd
0.561446,Right,OnlyAdd
-0.1293591,Left,OnlyAdd
-0.4177176,Left,OnlyAdd
-0.6814716,Left,OnlyAdd
