-0.5329835,Left,OnlyAdd
-0.4689437,Left,OnlyAdd
-0.1678539,Right,OnlyAdd
-0.07937231,Right,OnlyAdd
-0.1716961,Left,OnlyAdd
-0.27988,Right,OnlyAdd
-0.4167002,Right,OnlyAdd
-0.1182264,Right,OnlyAdd
0.04724377,Right,OnlyAdd
1.53082,Left,OnlyAdd
-0.4976399,Left,OnlyAdd
-0.03550835,Left,OnlyAdd
0.07393026,Left,OnlyAdd
0.04786869,Right,OnlyAdd
-0.2286186,Right,OnlyAdd
-0.4796236,Left,OnlyAdd
-0.2633337,Right,OnlyAdd
-0.2332674,Right,OnlyAdd
-0.0871375,Left,OnlyAdd
-0.06469405,Right,OnlyAdd
0.0189472,Left,OnlyAdd
-0.02685879,Right,OnlyAdd
-0.3377777,Right,OnlyAdd
-0.004970448,Left,OnlyAdd
-0.4177313,Left,OnlyAdd
-0.1821306,Left,OnlyAdd
-0.1805952,Right,OnlyAdd
-0.120426,Right,OnlyAdd
-0.1662373,Right,OnlyAdd
-0.05888151,Left,OnlyAdd
-0.2329428,Right,OnlyAdd
-0.3265193,Right,OnlyAdd
0.02439144,Left,OnlyAdd
-0.007753182,Left,OnlyAdd
-0.1803177,Right,OnlyAdd
-0.2026938,Left,OnlyAdd
-0.1309294,Right,OnlyAdd
0.03061398,Left,OnlyAdd
-0.2399432,Right,OnlyAdd
0.02986789,Left,OnlyAdd
-0.1212,Left,OnlyAdd
0.005445165,Right,OnlyAdd
-0.05474606,Left,OnlyAdd
-0.3384244,Right,OnlyAdd
0.08313704,Right,OnlyAdd
-0.1082634,Left,OnlyAdd
0.1078617,Left,OnlyAdd
0.0521048,Right,OnlyAdd
0.1745956,Left,OnlyAdd
-0.2533917,Left,OnlyAdd
