-0.1282092,Left,AdvertisementOnly,14.20792,9.952576
-0.02916362,Left,AdvertisementOnly,2.703186,2.43515
-0.1814053,Right,AdvertisementOnly,2.379242,7.684814
-0.0855585,Right,AdvertisementOnly,2.256317,21.90417
0.03502444,Left,AdvertisementOnly,1.720184,3.138702
-0.2867803,Right,AdvertisementOnly,2.580292,4.188568
-0.2531584,Right,AdvertisementOnly,1.865417,2.647125
-0.03485199,Right,AdvertisementOnly,1.507996,1.99942
-0.3277636,Right,AdvertisementOnly,2.181335,1.482147
-0.03321319,Left,AdvertisementOnly,1.575012,1.641998
-0.1829857,Left,AdvertisementOnly,1.351776,2.814728
0.02683033,Left,AdvertisementOnly,1.720062,10.75656
-0.2888236,Left,AdvertisementOnly,2.077576,3.541016
-0.244716,Right,AdvertisementOnly,1.686584,3.23938
0.007263665,Right,AdvertisementOnly,1.452087,3.942871
0.03151512,Left,AdvertisementOnly,1.094727,3.093994
0.01483765,Right,AdvertisementOnly,1.452026,5.372742
-0.2938701,Right,AdvertisementOnly,1.555054,3.362122
-0.2395643,Left,AdvertisementOnly,1.027527,3.41803
-0.1092291,Right,AdvertisementOnly,1.340332,3.864746
-0.2464583,Left,AdvertisementOnly,1.061279,1.697754
-0.3031022,Right,AdvertisementOnly,1.00531,1.273621
-0.126241,Right,AdvertisementOnly,0.8154907,1.373962
0.1481487,Left,AdvertisementOnly,1.262329,1.999329
-0.2372115,Left,AdvertisementOnly,1.519226,2.312073
0.1875439,Left,AdvertisementOnly,1.475281,1.764099
-0.1615688,Right,AdvertisementOnly,1.251099,2.692566
-0.08064139,Right,AdvertisementOnly,0.972168,1.742004
-0.1456212,Right,AdvertisementOnly,1.340393,3.094055
0.07784706,Left,AdvertisementOnly,1.40741,3.283936
-0.04236302,Right,AdvertisementOnly,1.474548,2.010681
-0.1596533,Right,AdvertisementOnly,1.42981,1.96582
0.08932931,Left,AdvertisementOnly,1.720215,2.02179
0.0349422,Left,AdvertisementOnly,1.586182,1.574829
0.03314512,Right,AdvertisementOnly,1.575012,1.24054
-0.08818531,Left,AdvertisementOnly,1.083618,1.47467
-0.08454441,Right,AdvertisementOnly,1.452087,1.295654
-0.04374322,Left,AdvertisementOnly,1.005188,1.765015
-0.2121728,Right,AdvertisementOnly,0.9940796,1.362793
0.1238766,Left,AdvertisementOnly,1.664612,1.474304
-0.08148397,Left,AdvertisementOnly,1.105713,1.206421
-0.1616217,Right,AdvertisementOnly,1.172729,1.59729
-0.002404524,Left,AdvertisementOnly,1.273438,1.251099
-0.1177934,Right,AdvertisementOnly,1.184143,1.317871
-0.3549402,Right,AdvertisementOnly,1.284485,5.707825
0.1048777,Left,AdvertisementOnly,0.927063,6.188049
-0.04907129,Left,AdvertisementOnly,1.172913,4.356201
-0.1146123,Right,AdvertisementOnly,1.206604,5.886292
0.07715813,Left,AdvertisementOnly,1.83197,2.457397
-0.238958,Left,AdvertisementOnly,1.273254,2.591309
