0.04258969,Left,AdvertisementAndGoal,1.765028,2.032784
0.01831763,Left,AdvertisementAndGoal,0.8378677,0.8935909
-0.4890202,Right,AdvertisementAndGoal,1.831968,1.2509
-0.3294039,Right,AdvertisementAndGoal,1.295753,1.083355
0.03039427,Left,AdvertisementAndGoal,1.79855,1.641815
-0.08705616,Right,AdvertisementAndGoal,1.619854,1.876274
0.03250281,Right,AdvertisementAndGoal,2.100044,3.663704
0.00189133,Right,AdvertisementAndGoal,1.16185,1.496681
-0.08466466,Right,AdvertisementAndGoal,1.485641,0.8712616
0.151301,Left,AdvertisementAndGoal,1.072388,1.128189
0.00756113,Left,AdvertisementAndGoal,0.9384079,0.949295
0.1085437,Left,AdvertisementAndGoal,0.9718628,1.016365
0.1321012,Left,AdvertisementAndGoal,1.61956,2.211777
-0.1758609,Right,AdvertisementAndGoal,1.452087,1.128166
-0.2126254,Right,AdvertisementAndGoal,1.105919,5.205093
0.1335477,Left,AdvertisementAndGoal,0.9829712,1.262321
0.170478,Right,AdvertisementAndGoal,1.541489,1.675598
0.08499615,Right,AdvertisementAndGoal,1.262146,0.8222961
0.05561142,Left,AdvertisementAndGoal,1.228607,0.7708435
0.05624628,Right,AdvertisementAndGoal,1.05014,1.921097
0.118723,Left,AdvertisementAndGoal,1.128326,2.200272
0.001478382,Right,AdvertisementAndGoal,1.105881,0.9494019
-0.02066307,Right,AdvertisementAndGoal,2.580246,1.563705
0.01960952,Left,AdvertisementAndGoal,1.239822,4.199799
-0.1339151,Left,AdvertisementAndGoal,1.083664,2.010422
-0.04191431,Left,AdvertisementAndGoal,0.9607086,1.921234
0.1846464,Right,AdvertisementAndGoal,1.474533,1.094696
-0.21849,Right,AdvertisementAndGoal,1.452072,0.9047546
-0.07199898,Right,AdvertisementAndGoal,1.284546,2.680588
-0.09316117,Left,AdvertisementAndGoal,0.9498901,2.132446
-0.1777909,Right,AdvertisementAndGoal,1.396133,1.217621
0.05728734,Right,AdvertisementAndGoal,0.8936157,0.7373352
0.01875423,Left,AdvertisementAndGoal,0.8041992,0.5585022
-0.04028839,Left,AdvertisementAndGoal,0.681488,1.820572
-0.1844483,Right,AdvertisementAndGoal,0.9272156,3.663651
-0.2006281,Left,AdvertisementAndGoal,1.172852,2.647369
-0.2839601,Right,AdvertisementAndGoal,1.251099,2.066467
-0.07736438,Left,AdvertisementAndGoal,1.764679,3.99884
-0.24853,Right,AdvertisementAndGoal,0.7818604,3.284027
0.03738176,Left,AdvertisementAndGoal,0.9940796,1.094574
0.2094077,Left,AdvertisementAndGoal,1.173004,1.731262
0.09484308,Right,AdvertisementAndGoal,0.5843811,1.412079
-0.0483255,Left,AdvertisementAndGoal,0.8825989,2.244934
-0.1051842,Right,AdvertisementAndGoal,0.5921326,1.619629
-0.1726478,Right,AdvertisementAndGoal,1.429749,2.155762
0.05669309,Left,AdvertisementAndGoal,1.60849,1.61969
-0.01029694,Left,AdvertisementAndGoal,0.7484436,1.094696
-0.05229044,Right,AdvertisementAndGoal,0.7373047,1.061096
-0.08378144,Left,AdvertisementAndGoal,0.9048767,1.150696
0.1253815,Left,AdvertisementAndGoal,0.7485352,0.9270935
