-0.04115804,Left,AdvertisementOnly
0.1272818,Left,AdvertisementOnly
-0.1446499,Right,AdvertisementOnly
-0.06509617,Right,AdvertisementOnly
0.1250795,Left,AdvertisementOnly
-0.07219002,Right,AdvertisementOnly
-0.08573966,Right,AdvertisementOnly
-0.1381593,Right,AdvertisementOnly
0.07720723,Right,AdvertisementOnly
-0.05241434,Left,AdvertisementOnly
0.07082778,Left,AdvertisementOnly
-0.03082079,Left,AdvertisementOnly
0.1563482,Left,AdvertisementOnly
0.03659606,Right,AdvertisementOnly
0.1550594,Right,AdvertisementOnly
0.2366468,Left,AdvertisementOnly
-0.01476649,Right,AdvertisementOnly
-0.1131388,Right,AdvertisementOnly
0.1162945,Left,AdvertisementOnly
0.02804294,Right,AdvertisementOnly
0.1508846,Left,AdvertisementOnly
-0.09625849,Right,AdvertisementOnly
-0.04625786,Right,AdvertisementOnly
0.03891365,Left,AdvertisementOnly
0.2366223,Left,AdvertisementOnly
0.1087921,Left,AdvertisementOnly
-0.01134747,Right,AdvertisementOnly
-0.01594079,Right,AdvertisementOnly
-0.01826303,Right,AdvertisementOnly
0.01099399,Left,AdvertisementOnly
-0.09800977,Right,AdvertisementOnly
-0.02862401,Right,AdvertisementOnly
0.1416573,Left,AdvertisementOnly
0.07950898,Left,AdvertisementOnly
-0.1449072,Right,AdvertisementOnly
0.08158461,Left,AdvertisementOnly
-0.04791569,Right,AdvertisementOnly
0.1543055,Left,AdvertisementOnly
-0.1199775,Right,AdvertisementOnly
0.1552484,Left,AdvertisementOnly
0.1379361,Left,AdvertisementOnly
-0.2800878,Right,AdvertisementOnly
0.06661554,Left,AdvertisementOnly
-0.1719171,Right,AdvertisementOnly
-0.194898,Right,AdvertisementOnly
0.09934433,Left,AdvertisementOnly
0.01045739,Left,AdvertisementOnly
-0.1107666,Right,AdvertisementOnly
0.06006006,Left,AdvertisementOnly
0.1004029,Left,AdvertisementOnly
