0.5840467,Left,AdvertisementOnly
0.2113891,Left,AdvertisementOnly
0.05772635,Right,AdvertisementOnly
0.08772203,Right,AdvertisementOnly
0.3663045,Left,AdvertisementOnly
-0.1042047,Right,AdvertisementOnly
-0.1725225,Right,AdvertisementOnly
-0.1390922,Right,AdvertisementOnly
0.04292508,Right,AdvertisementOnly
0.26426,Left,AdvertisementOnly
0.1477838,Left,AdvertisementOnly
0.06672717,Left,AdvertisementOnly
-0.01929254,Left,AdvertisementOnly
-0.1414143,Right,AdvertisementOnly
0.09769302,Right,AdvertisementOnly
0.09017313,Left,AdvertisementOnly
-0.01500175,Right,AdvertisementOnly
-0.6389586,Right,AdvertisementOnly
0.2678598,Left,AdvertisementOnly
-0.04842101,Right,AdvertisementOnly
-0.07354991,Left,AdvertisementOnly
0.09693361,Right,AdvertisementOnly
0.1015187,Right,AdvertisementOnly
0.122559,Left,AdvertisementOnly
0.6691034,Left,AdvertisementOnly
0.302271,Left,AdvertisementOnly
-0.3388561,Right,AdvertisementOnly
0.08909193,Right,AdvertisementOnly
-0.2421354,Right,AdvertisementOnly
0.1618186,Left,AdvertisementOnly
0.1189252,Right,AdvertisementOnly
0.2642246,Right,AdvertisementOnly
0.2653261,Left,AdvertisementOnly
0.08791351,Left,AdvertisementOnly
-0.2032255,Right,AdvertisementOnly
-0.2285294,Left,AdvertisementOnly
0.2366141,Right,AdvertisementOnly
0.5888138,Left,AdvertisementOnly
-0.3796946,Right,AdvertisementOnly
0.4374269,Left,AdvertisementOnly
0.2747759,Left,AdvertisementOnly
-0.004491358,Right,AdvertisementOnly
-0.05691396,Left,AdvertisementOnly
0.06261212,Right,AdvertisementOnly
0.1437894,Right,AdvertisementOnly
-0.03723787,Left,AdvertisementOnly
-0.08285237,Left,AdvertisementOnly
-0.4165684,Right,AdvertisementOnly
-0.007276241,Left,AdvertisementOnly
0.1395424,Left,AdvertisementOnly
